[09:06:03] [main/INFO] (FabricLoader) Loading for game Minecraft 1.16.5
[09:06:03] [main/DEBUG] (FabricLoader) Requesting deobfuscation of minecraft-1.16.5-mapped-net.fabricmc.yarn-1.16.5+build.6-v2.jar
[09:06:03] [main/DEBUG] (FabricLoader) [Knot] Proposed file:/Users/ozheng/.gradle/caches/fabric-loom/1.16.5-mapped-net.fabricmc.yarn-1.16.5+build.6-v2/minecraft-1.16.5-mapped-net.fabricmc.yarn-1.16.5+build.6-v2.jar to classpath.
[09:06:03] [main/DEBUG] (FabricLoader|EntrypointTransformer) Found game constructor: net.minecraft.client.main.Main -> net.minecraft.client.MinecraftClient
[09:06:09] [ForkJoinPool-1-worker-5/DEBUG] (Fabric|Loader) file:/Users/ozheng/Desktop/Things/.Tech%20Stuf/COD%20FISHING/CodeStore/Eclipse/plugin%20dev/Moose%20Mod/.gradle/loom-cache/remapped_mods/net_fabricmc_yarn_1_16_5_1_16_5_build_6_v2/net/fabricmc/fabric-api/fabric-api-base/0.2.0+9f0fb4b83a/fabric-api-base-0.2.0+9f0fb4b83a.jar
[09:06:09] [ForkJoinPool-1-worker-5/DEBUG] (Fabric|Loader) Testing file:/Users/ozheng/Desktop/Things/.Tech%20Stuf/COD%20FISHING/CodeStore/Eclipse/plugin%20dev/Moose%20Mod/.gradle/loom-cache/remapped_mods/net_fabricmc_yarn_1_16_5_1_16_5_build_6_v2/net/fabricmc/fabric-api/fabric-api/0.25.1+build.416-1.16/fabric-api-0.25.1+build.416-1.16.jar
[09:06:09] [ForkJoinPool-1-worker-7/DEBUG] (Fabric|Loader) Adding file:/Users/ozheng/Desktop/Things/.Tech%20Stuf/COD%20FISHING/CodeStore/Eclipse/plugin%20dev/Moose%20Mod/.gradle/loom-cache/remapped_mods/net_fabricmc_yarn_1_16_5_1_16_5_build_6_v2/net/fabricmc/fabric-api/fabric-object-builders-v0/0.7.1+a4467d2a3a/fabric-object-builders-v0-0.7.1+a4467d2a3a.jar as ModCandidate{fabric-object-builders-v0@0.7.1+a4467d2a3a}
[09:06:09] [ForkJoinPool-1-worker-7/DEBUG] (Fabric|Loader) Searching for nested JARs in ModCandidate{fabric-object-builders-v0@0.7.1+a4467d2a3a}
[09:06:09] [ForkJoinPool-1-worker-7/DEBUG] (Fabric|Loader) file:/Users/ozheng/Desktop/Things/.Tech%20Stuf/COD%20FISHING/CodeStore/Eclipse/plugin%20dev/Moose%20Mod/.gradle/loom-cache/remapped_mods/net_fabricmc_yarn_1_16_5_1_16_5_build_6_v2/net/fabricmc/fabric-api/fabric-object-builders-v0/0.7.1+a4467d2a3a/fabric-object-builders-v0-0.7.1+a4467d2a3a.jar
[09:06:09] [ForkJoinPool-1-worker-7/DEBUG] (Fabric|Loader) Testing file:/Users/ozheng/Desktop/Things/.Tech%20Stuf/COD%20FISHING/CodeStore/Eclipse/plugin%20dev/Moose%20Mod/.gradle/loom-cache/remapped_mods/net_fabricmc_yarn_1_16_5_1_16_5_build_6_v2/net/fabricmc/fabric-api/fabric-particles-v1/0.2.2+fb0d9b0e3a/fabric-particles-v1-0.2.2+fb0d9b0e3a.jar
[09:06:09] [ForkJoinPool-1-worker-3/DEBUG] (Fabric|Loader) Adding file:/Users/ozheng/Desktop/Things/.Tech%20Stuf/COD%20FISHING/CodeStore/Eclipse/plugin%20dev/Moose%20Mod/.gradle/loom-cache/remapped_mods/net_fabricmc_yarn_1_16_5_1_16_5_build_6_v2/net/fabricmc/fabric-api/fabric-loot-tables-v1/1.0.1+432ea1883a/fabric-loot-tables-v1-1.0.1+432ea1883a.jar as ModCandidate{fabric-loot-tables-v1@1.0.1+432ea1883a}
[09:06:09] [ForkJoinPool-1-worker-3/DEBUG] (Fabric|Loader) Searching for nested JARs in ModCandidate{fabric-loot-tables-v1@1.0.1+432ea1883a}
[09:06:09] [ForkJoinPool-1-worker-3/DEBUG] (Fabric|Loader) file:/Users/ozheng/Desktop/Things/.Tech%20Stuf/COD%20FISHING/CodeStore/Eclipse/plugin%20dev/Moose%20Mod/.gradle/loom-cache/remapped_mods/net_fabricmc_yarn_1_16_5_1_16_5_build_6_v2/net/fabricmc/fabric-api/fabric-loot-tables-v1/1.0.1+432ea1883a/fabric-loot-tables-v1-1.0.1+432ea1883a.jar
[09:06:09] [ForkJoinPool-1-worker-3/DEBUG] (Fabric|Loader) Testing file:/Users/ozheng/Desktop/Things/.Tech%20Stuf/COD%20FISHING/CodeStore/Eclipse/plugin%20dev/Moose%20Mod/.gradle/loom-cache/remapped_mods/net_fabricmc_yarn_1_16_5_1_16_5_build_6_v2/net/fabricmc/fabric-api/fabric-rendering-fluids-v1/0.1.12+f8ac1db23a/fabric-rendering-fluids-v1-0.1.12+f8ac1db23a.jar
[09:06:09] [ForkJoinPool-1-worker-7/DEBUG] (Fabric|Loader) Adding file:/Users/ozheng/Desktop/Things/.Tech%20Stuf/COD%20FISHING/CodeStore/Eclipse/plugin%20dev/Moose%20Mod/.gradle/loom-cache/remapped_mods/net_fabricmc_yarn_1_16_5_1_16_5_build_6_v2/net/fabricmc/fabric-api/fabric-particles-v1/0.2.2+fb0d9b0e3a/fabric-particles-v1-0.2.2+fb0d9b0e3a.jar as ModCandidate{fabric-particles-v1@0.2.2+fb0d9b0e3a}
[09:06:09] [ForkJoinPool-1-worker-7/DEBUG] (Fabric|Loader) Searching for nested JARs in ModCandidate{fabric-particles-v1@0.2.2+fb0d9b0e3a}
[09:06:09] [ForkJoinPool-1-worker-7/DEBUG] (Fabric|Loader) file:/Users/ozheng/Desktop/Things/.Tech%20Stuf/COD%20FISHING/CodeStore/Eclipse/plugin%20dev/Moose%20Mod/.gradle/loom-cache/remapped_mods/net_fabricmc_yarn_1_16_5_1_16_5_build_6_v2/net/fabricmc/fabric-api/fabric-particles-v1/0.2.2+fb0d9b0e3a/fabric-particles-v1-0.2.2+fb0d9b0e3a.jar
[09:06:09] [ForkJoinPool-1-worker-7/DEBUG] (Fabric|Loader) Testing file:/Users/ozheng/Desktop/Things/.Tech%20Stuf/COD%20FISHING/CodeStore/Eclipse/plugin%20dev/Moose%20Mod/.gradle/loom-cache/remapped_mods/net_fabricmc_yarn_1_16_5_1_16_5_build_6_v2/net/fabricmc/fabric-api/fabric-rendering-data-attachment-v1/0.1.4+f8ac1db23a/fabric-rendering-data-attachment-v1-0.1.4+f8ac1db23a.jar
[09:06:09] [ForkJoinPool-1-worker-5/DEBUG] (Fabric|Loader) Adding file:/Users/ozheng/Desktop/Things/.Tech%20Stuf/COD%20FISHING/CodeStore/Eclipse/plugin%20dev/Moose%20Mod/.gradle/loom-cache/remapped_mods/net_fabricmc_yarn_1_16_5_1_16_5_build_6_v2/net/fabricmc/fabric-api/fabric-api/0.25.1+build.416-1.16/fabric-api-0.25.1+build.416-1.16.jar as ModCandidate{fabric@0.25.1+build.416-1.16}
[09:06:09] [ForkJoinPool-1-worker-5/DEBUG] (Fabric|Loader) Searching for nested JARs in ModCandidate{fabric@0.25.1+build.416-1.16}
[09:06:09] [ForkJoinPool-1-worker-5/DEBUG] (Fabric|Loader) file:/Users/ozheng/Desktop/Things/.Tech%20Stuf/COD%20FISHING/CodeStore/Eclipse/plugin%20dev/Moose%20Mod/.gradle/loom-cache/remapped_mods/net_fabricmc_yarn_1_16_5_1_16_5_build_6_v2/net/fabricmc/fabric-api/fabric-api/0.25.1+build.416-1.16/fabric-api-0.25.1+build.416-1.16.jar
[09:06:09] [ForkJoinPool-1-worker-5/DEBUG] (Fabric|Loader) Testing file:/Users/ozheng/Desktop/Things/.Tech%20Stuf/COD%20FISHING/CodeStore/Eclipse/plugin%20dev/Moose%20Mod/.gradle/loom-cache/remapped_mods/net_fabricmc_yarn_1_16_5_1_16_5_build_6_v2/net/fabricmc/fabric-api/fabric-renderer-indigo/0.4.3+a4467d2a3a/fabric-renderer-indigo-0.4.3+a4467d2a3a.jar
[09:06:09] [ForkJoinPool-1-worker-7/DEBUG] (Fabric|Loader) Adding file:/Users/ozheng/Desktop/Things/.Tech%20Stuf/COD%20FISHING/CodeStore/Eclipse/plugin%20dev/Moose%20Mod/.gradle/loom-cache/remapped_mods/net_fabricmc_yarn_1_16_5_1_16_5_build_6_v2/net/fabricmc/fabric-api/fabric-rendering-data-attachment-v1/0.1.4+f8ac1db23a/fabric-rendering-data-attachment-v1-0.1.4+f8ac1db23a.jar as ModCandidate{fabric-rendering-data-attachment-v1@0.1.4+f8ac1db23a}
[09:06:09] [ForkJoinPool-1-worker-7/DEBUG] (Fabric|Loader) Searching for nested JARs in ModCandidate{fabric-rendering-data-attachment-v1@0.1.4+f8ac1db23a}
[09:06:09] [ForkJoinPool-1-worker-7/DEBUG] (Fabric|Loader) file:/Users/ozheng/Desktop/Things/.Tech%20Stuf/COD%20FISHING/CodeStore/Eclipse/plugin%20dev/Moose%20Mod/.gradle/loom-cache/remapped_mods/net_fabricmc_yarn_1_16_5_1_16_5_build_6_v2/net/fabricmc/fabric-api/fabric-rendering-data-attachment-v1/0.1.4+f8ac1db23a/fabric-rendering-data-attachment-v1-0.1.4+f8ac1db23a.jar
[09:06:09] [ForkJoinPool-1-worker-7/DEBUG] (Fabric|Loader) Testing file:/Users/ozheng/Desktop/Things/.Tech%20Stuf/COD%20FISHING/CodeStore/Eclipse/plugin%20dev/Moose%20Mod/.gradle/loom-cache/remapped_mods/net_fabricmc_yarn_1_16_5_1_16_5_build_6_v2/net/fabricmc/fabric-api/fabric-object-builder-api-v1/1.9.2+a89534ab3a/fabric-object-builder-api-v1-1.9.2+a89534ab3a.jar
[09:06:09] [ForkJoinPool-1-worker-3/DEBUG] (Fabric|Loader) Adding file:/Users/ozheng/Desktop/Things/.Tech%20Stuf/COD%20FISHING/CodeStore/Eclipse/plugin%20dev/Moose%20Mod/.gradle/loom-cache/remapped_mods/net_fabricmc_yarn_1_16_5_1_16_5_build_6_v2/net/fabricmc/fabric-api/fabric-rendering-fluids-v1/0.1.12+f8ac1db23a/fabric-rendering-fluids-v1-0.1.12+f8ac1db23a.jar as ModCandidate{fabric-rendering-fluids-v1@0.1.12+f8ac1db23a}
[09:06:09] [ForkJoinPool-1-worker-3/DEBUG] (Fabric|Loader) Searching for nested JARs in ModCandidate{fabric-rendering-fluids-v1@0.1.12+f8ac1db23a}
[09:06:09] [ForkJoinPool-1-worker-3/DEBUG] (Fabric|Loader) file:/Users/ozheng/Desktop/Things/.Tech%20Stuf/COD%20FISHING/CodeStore/Eclipse/plugin%20dev/Moose%20Mod/.gradle/loom-cache/remapped_mods/net_fabricmc_yarn_1_16_5_1_16_5_build_6_v2/net/fabricmc/fabric-api/fabric-rendering-fluids-v1/0.1.12+f8ac1db23a/fabric-rendering-fluids-v1-0.1.12+f8ac1db23a.jar
[09:06:09] [ForkJoinPool-1-worker-3/DEBUG] (Fabric|Loader) Testing file:/Users/ozheng/Desktop/Things/.Tech%20Stuf/COD%20FISHING/CodeStore/Eclipse/plugin%20dev/Moose%20Mod/.gradle/loom-cache/remapped_mods/net_fabricmc_yarn_1_16_5_1_16_5_build_6_v2/net/fabricmc/fabric-api/fabric-events-lifecycle-v0/0.2.0+16acbe5b3a/fabric-events-lifecycle-v0-0.2.0+16acbe5b3a.jar
[09:06:09] [ForkJoinPool-1-worker-7/DEBUG] (Fabric|Loader) Adding file:/Users/ozheng/Desktop/Things/.Tech%20Stuf/COD%20FISHING/CodeStore/Eclipse/plugin%20dev/Moose%20Mod/.gradle/loom-cache/remapped_mods/net_fabricmc_yarn_1_16_5_1_16_5_build_6_v2/net/fabricmc/fabric-api/fabric-object-builder-api-v1/1.9.2+a89534ab3a/fabric-object-builder-api-v1-1.9.2+a89534ab3a.jar as ModCandidate{fabric-object-builder-api-v1@1.9.2+a89534ab3a}
[09:06:09] [ForkJoinPool-1-worker-7/DEBUG] (Fabric|Loader) Searching for nested JARs in ModCandidate{fabric-object-builder-api-v1@1.9.2+a89534ab3a}
[09:06:09] [ForkJoinPool-1-worker-7/DEBUG] (Fabric|Loader) file:/Users/ozheng/Desktop/Things/.Tech%20Stuf/COD%20FISHING/CodeStore/Eclipse/plugin%20dev/Moose%20Mod/.gradle/loom-cache/remapped_mods/net_fabricmc_yarn_1_16_5_1_16_5_build_6_v2/net/fabricmc/fabric-api/fabric-object-builder-api-v1/1.9.2+a89534ab3a/fabric-object-builder-api-v1-1.9.2+a89534ab3a.jar
[09:06:09] [ForkJoinPool-1-worker-7/DEBUG] (Fabric|Loader) Testing file:/Users/ozheng/Desktop/Things/.Tech%20Stuf/COD%20FISHING/CodeStore/Eclipse/plugin%20dev/Moose%20Mod/.gradle/loom-cache/remapped_mods/net_fabricmc_yarn_1_16_5_1_16_5_build_6_v2/net/fabricmc/fabric-api/fabric-biome-api-v1/3.0.0+8367596d3a/fabric-biome-api-v1-3.0.0+8367596d3a.jar
[09:06:09] [ForkJoinPool-1-worker-5/DEBUG] (Fabric|Loader) Adding file:/Users/ozheng/Desktop/Things/.Tech%20Stuf/COD%20FISHING/CodeStore/Eclipse/plugin%20dev/Moose%20Mod/.gradle/loom-cache/remapped_mods/net_fabricmc_yarn_1_16_5_1_16_5_build_6_v2/net/fabricmc/fabric-api/fabric-renderer-indigo/0.4.3+a4467d2a3a/fabric-renderer-indigo-0.4.3+a4467d2a3a.jar as ModCandidate{fabric-renderer-indigo@0.4.3+a4467d2a3a}
[09:06:09] [ForkJoinPool-1-worker-5/DEBUG] (Fabric|Loader) Searching for nested JARs in ModCandidate{fabric-renderer-indigo@0.4.3+a4467d2a3a}
[09:06:09] [ForkJoinPool-1-worker-5/DEBUG] (Fabric|Loader) file:/Users/ozheng/Desktop/Things/.Tech%20Stuf/COD%20FISHING/CodeStore/Eclipse/plugin%20dev/Moose%20Mod/.gradle/loom-cache/remapped_mods/net_fabricmc_yarn_1_16_5_1_16_5_build_6_v2/net/fabricmc/fabric-api/fabric-renderer-indigo/0.4.3+a4467d2a3a/fabric-renderer-indigo-0.4.3+a4467d2a3a.jar
[09:06:09] [ForkJoinPool-1-worker-5/DEBUG] (Fabric|Loader) Testing file:/Users/ozheng/Desktop/Things/.Tech%20Stuf/COD%20FISHING/CodeStore/Eclipse/plugin%20dev/Moose%20Mod/.gradle/loom-cache/remapped_mods/net_fabricmc_yarn_1_16_5_1_16_5_build_6_v2/net/fabricmc/fabric-api/fabric-item-api-v1/1.2.0+f8ac1db23a/fabric-item-api-v1-1.2.0+f8ac1db23a.jar
[09:06:09] [ForkJoinPool-1-worker-7/DEBUG] (Fabric|Loader) Adding file:/Users/ozheng/Desktop/Things/.Tech%20Stuf/COD%20FISHING/CodeStore/Eclipse/plugin%20dev/Moose%20Mod/.gradle/loom-cache/remapped_mods/net_fabricmc_yarn_1_16_5_1_16_5_build_6_v2/net/fabricmc/fabric-api/fabric-biome-api-v1/3.0.0+8367596d3a/fabric-biome-api-v1-3.0.0+8367596d3a.jar as ModCandidate{fabric-biome-api-v1@3.0.0+8367596d3a}
[09:06:09] [ForkJoinPool-1-worker-7/DEBUG] (Fabric|Loader) Searching for nested JARs in ModCandidate{fabric-biome-api-v1@3.0.0+8367596d3a}
[09:06:09] [ForkJoinPool-1-worker-7/DEBUG] (Fabric|Loader) file:/Users/ozheng/Desktop/Things/.Tech%20Stuf/COD%20FISHING/CodeStore/Eclipse/plugin%20dev/Moose%20Mod/.gradle/loom-cache/remapped_mods/net_fabricmc_yarn_1_16_5_1_16_5_build_6_v2/net/fabricmc/fabric-api/fabric-biome-api-v1/3.0.0+8367596d3a/fabric-biome-api-v1-3.0.0+8367596d3a.jar
[09:06:09] [ForkJoinPool-1-worker-7/DEBUG] (Fabric|Loader) Testing file:/Users/ozheng/Desktop/Things/.Tech%20Stuf/COD%20FISHING/CodeStore/Eclipse/plugin%20dev/Moose%20Mod/build/resources/main/
[09:06:09] [ForkJoinPool-1-worker-7/DEBUG] (Fabric|Loader) Adding file:/Users/ozheng/Desktop/Things/.Tech%20Stuf/COD%20FISHING/CodeStore/Eclipse/plugin%20dev/Moose%20Mod/build/resources/main/ as ModCandidate{mooses@Prerelease-21w17a}
[09:06:09] [ForkJoinPool-1-worker-3/DEBUG] (Fabric|Loader) Adding file:/Users/ozheng/Desktop/Things/.Tech%20Stuf/COD%20FISHING/CodeStore/Eclipse/plugin%20dev/Moose%20Mod/.gradle/loom-cache/remapped_mods/net_fabricmc_yarn_1_16_5_1_16_5_build_6_v2/net/fabricmc/fabric-api/fabric-events-lifecycle-v0/0.2.0+16acbe5b3a/fabric-events-lifecycle-v0-0.2.0+16acbe5b3a.jar as ModCandidate{fabric-events-lifecycle-v0@0.2.0+16acbe5b3a}
[09:06:09] [ForkJoinPool-1-worker-7/DEBUG] (Fabric|Loader) Searching for nested JARs in ModCandidate{mooses@Prerelease-21w17a}
[09:06:09] [ForkJoinPool-1-worker-3/DEBUG] (Fabric|Loader) Searching for nested JARs in ModCandidate{fabric-events-lifecycle-v0@0.2.0+16acbe5b3a}
[09:06:09] [ForkJoinPool-1-worker-3/DEBUG] (Fabric|Loader) file:/Users/ozheng/Desktop/Things/.Tech%20Stuf/COD%20FISHING/CodeStore/Eclipse/plugin%20dev/Moose%20Mod/.gradle/loom-cache/remapped_mods/net_fabricmc_yarn_1_16_5_1_16_5_build_6_v2/net/fabricmc/fabric-api/fabric-events-lifecycle-v0/0.2.0+16acbe5b3a/fabric-events-lifecycle-v0-0.2.0+16acbe5b3a.jar
[09:06:09] [ForkJoinPool-1-worker-7/DEBUG] (Fabric|Loader) file:/Users/ozheng/Desktop/Things/.Tech%20Stuf/COD%20FISHING/CodeStore/Eclipse/plugin%20dev/Moose%20Mod/build/resources/main/
[09:06:09] [ForkJoinPool-1-worker-3/DEBUG] (Fabric|Loader) Testing file:/Users/ozheng/Desktop/Things/.Tech%20Stuf/COD%20FISHING/CodeStore/Eclipse/plugin%20dev/Moose%20Mod/.gradle/loom-cache/remapped_mods/net_fabricmc_yarn_1_16_5_1_16_5_build_6_v2/net/fabricmc/fabric-api/fabric-containers-v0/0.1.8+045df74f3a/fabric-containers-v0-0.1.8+045df74f3a.jar
[09:06:09] [ForkJoinPool-1-worker-7/DEBUG] (Fabric|Loader) Testing file:/Users/ozheng/Desktop/Things/.Tech%20Stuf/COD%20FISHING/CodeStore/Eclipse/plugin%20dev/Moose%20Mod/.gradle/loom-cache/remapped_mods/net_fabricmc_yarn_1_16_5_1_16_5_build_6_v2/net/fabricmc/fabric-api/fabric-key-binding-api-v1/1.0.1+730711c63a/fabric-key-binding-api-v1-1.0.1+730711c63a.jar
[09:06:09] [ForkJoinPool-1-worker-5/DEBUG] (Fabric|Loader) Adding file:/Users/ozheng/Desktop/Things/.Tech%20Stuf/COD%20FISHING/CodeStore/Eclipse/plugin%20dev/Moose%20Mod/.gradle/loom-cache/remapped_mods/net_fabricmc_yarn_1_16_5_1_16_5_build_6_v2/net/fabricmc/fabric-api/fabric-item-api-v1/1.2.0+f8ac1db23a/fabric-item-api-v1-1.2.0+f8ac1db23a.jar as ModCandidate{fabric-item-api-v1@1.2.0+f8ac1db23a}
[09:06:09] [ForkJoinPool-1-worker-5/DEBUG] (Fabric|Loader) Searching for nested JARs in ModCandidate{fabric-item-api-v1@1.2.0+f8ac1db23a}
[09:06:09] [ForkJoinPool-1-worker-5/DEBUG] (Fabric|Loader) file:/Users/ozheng/Desktop/Things/.Tech%20Stuf/COD%20FISHING/CodeStore/Eclipse/plugin%20dev/Moose%20Mod/.gradle/loom-cache/remapped_mods/net_fabricmc_yarn_1_16_5_1_16_5_build_6_v2/net/fabricmc/fabric-api/fabric-item-api-v1/1.2.0+f8ac1db23a/fabric-item-api-v1-1.2.0+f8ac1db23a.jar
[09:06:09] [ForkJoinPool-1-worker-5/DEBUG] (Fabric|Loader) Testing file:/Users/ozheng/Desktop/Things/.Tech%20Stuf/COD%20FISHING/CodeStore/Eclipse/plugin%20dev/Moose%20Mod/.gradle/loom-cache/remapped_mods/net_fabricmc_yarn_1_16_5_1_16_5_build_6_v2/net/fabricmc/fabric-api/fabric-networking-v0/0.1.10+e00ecb5f3a/fabric-networking-v0-0.1.10+e00ecb5f3a.jar
[09:06:09] [ForkJoinPool-1-worker-7/DEBUG] (Fabric|Loader) Adding file:/Users/ozheng/Desktop/Things/.Tech%20Stuf/COD%20FISHING/CodeStore/Eclipse/plugin%20dev/Moose%20Mod/.gradle/loom-cache/remapped_mods/net_fabricmc_yarn_1_16_5_1_16_5_build_6_v2/net/fabricmc/fabric-api/fabric-key-binding-api-v1/1.0.1+730711c63a/fabric-key-binding-api-v1-1.0.1+730711c63a.jar as ModCandidate{fabric-key-binding-api-v1@1.0.1+730711c63a}
[09:06:09] [ForkJoinPool-1-worker-7/DEBUG] (Fabric|Loader) Searching for nested JARs in ModCandidate{fabric-key-binding-api-v1@1.0.1+730711c63a}
[09:06:09] [ForkJoinPool-1-worker-7/DEBUG] (Fabric|Loader) file:/Users/ozheng/Desktop/Things/.Tech%20Stuf/COD%20FISHING/CodeStore/Eclipse/plugin%20dev/Moose%20Mod/.gradle/loom-cache/remapped_mods/net_fabricmc_yarn_1_16_5_1_16_5_build_6_v2/net/fabricmc/fabric-api/fabric-key-binding-api-v1/1.0.1+730711c63a/fabric-key-binding-api-v1-1.0.1+730711c63a.jar
[09:06:09] [ForkJoinPool-1-worker-7/DEBUG] (Fabric|Loader) Testing file:/Users/ozheng/Desktop/Things/.Tech%20Stuf/COD%20FISHING/CodeStore/Eclipse/plugin%20dev/Moose%20Mod/.gradle/loom-cache/remapped_mods/net_fabricmc_yarn_1_16_5_1_16_5_build_6_v2/net/fabricmc/fabric-api/fabric-structure-api-v1/1.1.0+f8ac1db23a/fabric-structure-api-v1-1.1.0+f8ac1db23a.jar
[09:06:09] [ForkJoinPool-1-worker-3/DEBUG] (Fabric|Loader) Adding file:/Users/ozheng/Desktop/Things/.Tech%20Stuf/COD%20FISHING/CodeStore/Eclipse/plugin%20dev/Moose%20Mod/.gradle/loom-cache/remapped_mods/net_fabricmc_yarn_1_16_5_1_16_5_build_6_v2/net/fabricmc/fabric-api/fabric-containers-v0/0.1.8+045df74f3a/fabric-containers-v0-0.1.8+045df74f3a.jar as ModCandidate{fabric-containers-v0@0.1.8+045df74f3a}
[09:06:09] [ForkJoinPool-1-worker-3/DEBUG] (Fabric|Loader) Searching for nested JARs in ModCandidate{fabric-containers-v0@0.1.8+045df74f3a}
[09:06:09] [ForkJoinPool-1-worker-3/DEBUG] (Fabric|Loader) file:/Users/ozheng/Desktop/Things/.Tech%20Stuf/COD%20FISHING/CodeStore/Eclipse/plugin%20dev/Moose%20Mod/.gradle/loom-cache/remapped_mods/net_fabricmc_yarn_1_16_5_1_16_5_build_6_v2/net/fabricmc/fabric-api/fabric-containers-v0/0.1.8+045df74f3a/fabric-containers-v0-0.1.8+045df74f3a.jar
[09:06:09] [ForkJoinPool-1-worker-3/DEBUG] (Fabric|Loader) Testing file:/Users/ozheng/Desktop/Things/.Tech%20Stuf/COD%20FISHING/CodeStore/Eclipse/plugin%20dev/Moose%20Mod/.gradle/loom-cache/remapped_mods/net_fabricmc_yarn_1_16_5_1_16_5_build_6_v2/net/fabricmc/fabric-api/fabric-rendering-v0/1.1.1+f8ac1db23a/fabric-rendering-v0-1.1.1+f8ac1db23a.jar
[09:06:09] [ForkJoinPool-1-worker-7/DEBUG] (Fabric|Loader) Adding file:/Users/ozheng/Desktop/Things/.Tech%20Stuf/COD%20FISHING/CodeStore/Eclipse/plugin%20dev/Moose%20Mod/.gradle/loom-cache/remapped_mods/net_fabricmc_yarn_1_16_5_1_16_5_build_6_v2/net/fabricmc/fabric-api/fabric-structure-api-v1/1.1.0+f8ac1db23a/fabric-structure-api-v1-1.1.0+f8ac1db23a.jar as ModCandidate{fabric-structure-api-v1@1.1.0+f8ac1db23a}
[09:06:09] [ForkJoinPool-1-worker-7/DEBUG] (Fabric|Loader) Searching for nested JARs in ModCandidate{fabric-structure-api-v1@1.1.0+f8ac1db23a}
[09:06:09] [ForkJoinPool-1-worker-7/DEBUG] (Fabric|Loader) file:/Users/ozheng/Desktop/Things/.Tech%20Stuf/COD%20FISHING/CodeStore/Eclipse/plugin%20dev/Moose%20Mod/.gradle/loom-cache/remapped_mods/net_fabricmc_yarn_1_16_5_1_16_5_build_6_v2/net/fabricmc/fabric-api/fabric-structure-api-v1/1.1.0+f8ac1db23a/fabric-structure-api-v1-1.1.0+f8ac1db23a.jar
[09:06:09] [ForkJoinPool-1-worker-7/DEBUG] (Fabric|Loader) Testing file:/Users/ozheng/Desktop/Things/.Tech%20Stuf/COD%20FISHING/CodeStore/Eclipse/plugin%20dev/Moose%20Mod/.gradle/loom-cache/remapped_mods/net_fabricmc_yarn_1_16_5_1_16_5_build_6_v2/net/fabricmc/fabric-api/fabric-tag-extensions-v0/1.0.3+ac8e8c593a/fabric-tag-extensions-v0-1.0.3+ac8e8c593a.jar
[09:06:09] [ForkJoinPool-1-worker-5/DEBUG] (Fabric|Loader) Adding file:/Users/ozheng/Desktop/Things/.Tech%20Stuf/COD%20FISHING/CodeStore/Eclipse/plugin%20dev/Moose%20Mod/.gradle/loom-cache/remapped_mods/net_fabricmc_yarn_1_16_5_1_16_5_build_6_v2/net/fabricmc/fabric-api/fabric-networking-v0/0.1.10+e00ecb5f3a/fabric-networking-v0-0.1.10+e00ecb5f3a.jar as ModCandidate{fabric-networking-v0@0.1.10+e00ecb5f3a}
[09:06:09] [ForkJoinPool-1-worker-5/DEBUG] (Fabric|Loader) Searching for nested JARs in ModCandidate{fabric-networking-v0@0.1.10+e00ecb5f3a}
[09:06:09] [ForkJoinPool-1-worker-5/DEBUG] (Fabric|Loader) file:/Users/ozheng/Desktop/Things/.Tech%20Stuf/COD%20FISHING/CodeStore/Eclipse/plugin%20dev/Moose%20Mod/.gradle/loom-cache/remapped_mods/net_fabricmc_yarn_1_16_5_1_16_5_build_6_v2/net/fabricmc/fabric-api/fabric-networking-v0/0.1.10+e00ecb5f3a/fabric-networking-v0-0.1.10+e00ecb5f3a.jar
[09:06:09] [ForkJoinPool-1-worker-5/DEBUG] (Fabric|Loader) Testing file:/Users/ozheng/Desktop/Things/.Tech%20Stuf/COD%20FISHING/CodeStore/Eclipse/plugin%20dev/Moose%20Mod/.gradle/loom-cache/remapped_mods/net_fabricmc_yarn_1_16_5_1_16_5_build_6_v2/net/fabricmc/fabric-api/fabric-item-groups-v0/0.2.1+a4467d2a3a/fabric-item-groups-v0-0.2.1+a4467d2a3a.jar
[09:06:09] [ForkJoinPool-1-worker-7/DEBUG] (Fabric|Loader) Adding file:/Users/ozheng/Desktop/Things/.Tech%20Stuf/COD%20FISHING/CodeStore/Eclipse/plugin%20dev/Moose%20Mod/.gradle/loom-cache/remapped_mods/net_fabricmc_yarn_1_16_5_1_16_5_build_6_v2/net/fabricmc/fabric-api/fabric-tag-extensions-v0/1.0.3+ac8e8c593a/fabric-tag-extensions-v0-1.0.3+ac8e8c593a.jar as ModCandidate{fabric-tag-extensions-v0@1.0.3+ac8e8c593a}
[09:06:09] [ForkJoinPool-1-worker-7/DEBUG] (Fabric|Loader) Searching for nested JARs in ModCandidate{fabric-tag-extensions-v0@1.0.3+ac8e8c593a}
[09:06:09] [ForkJoinPool-1-worker-7/DEBUG] (Fabric|Loader) file:/Users/ozheng/Desktop/Things/.Tech%20Stuf/COD%20FISHING/CodeStore/Eclipse/plugin%20dev/Moose%20Mod/.gradle/loom-cache/remapped_mods/net_fabricmc_yarn_1_16_5_1_16_5_build_6_v2/net/fabricmc/fabric-api/fabric-tag-extensions-v0/1.0.3+ac8e8c593a/fabric-tag-extensions-v0-1.0.3+ac8e8c593a.jar
